Loyalty Number,Total Flights_sum,Total Flights_mean,Total Flights_std,Total Flights_max,Distance_sum,Distance_mean,Points Accumulated_sum,Points Accumulated_mean,Points Redeemed_sum,Points Redeemed_mean,max_inactive_streak,flight_trend,redemption_ratio,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,cluster
105552,30,1.25,1.6484511834894675,5,58554,2439.75,58554.0,2439.75,819,34.125,4,0.0139130434782608,0.0139870888410697,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,77935.0,Married,Nova,8256.3,Standard,2015,11,,,1
105688,45,1.875,1.6235361299390263,5,71537,2980.708333333333,71537.0,2980.708333333333,1004,41.833333333333336,1,0.0108695652173912,0.0140346953324852,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Aurora,5507.06,Standard,2014,6,,,3
105700,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,7944.97,Standard,2013,8,2015.0,8.0,0
105712,31,1.2916666666666667,1.7564580631305238,5,46412,1933.8333333333333,46412.0,1933.8333333333333,1168,48.66666666666666,4,-0.058695652173913,0.025165905369301,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Nova,8311.14,Standard,2015,8,,,1
105789,38,1.5833333333333333,1.6129008882638507,6,68173,2840.5416666666665,68173.0,2840.5416666666665,687,28.625,5,-0.0591304347826087,0.0100773033312308,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Single,Nova,2943.05,Standard,2012,6,,,3
105835,35,3.1818181818181817,4.020402512639296,12,41790,3799.090909090909,62685.0,5698.636363636364,0,0.0,3,0.4272727272727272,0.0,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,41085.0,Married,Star,4756.13,2018 Promotion,2018,4,,,2
105841,73,6.636363636363637,8.285803850837011,24,105928,9629.818181818182,158892.0,14444.727272727272,522,47.45454545454545,1,0.3272727272727276,0.0032852503587342,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,55130.0,Married,Star,17420.57,2018 Promotion,2018,3,,,2
105921,49,2.0416666666666665,1.9886453039512944,5,70250,2927.083333333333,70250.0,2927.083333333333,1753,73.04166666666667,5,-0.001304347826087,0.0249537366548042,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,77255.0,Married,Star,5041.45,Standard,2012,9,,,3
105932,30,1.25,1.5108304655560048,5,55256,2302.333333333333,55256.0,2302.333333333333,765,31.875,2,0.0347826086956521,0.0138446503547126,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,62977.0,Married,Star,3671.82,Standard,2016,7,,,3
105992,42,1.75,1.916745430013663,7,61310,2554.583333333333,61310.0,2554.583333333333,1647,68.625,4,-0.0904347826086956,0.0268634806719947,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,75700.0,Married,Nova,5905.97,Standard,2016,12,,,3
106001,76,3.1666666666666665,1.9034674690672024,7,119565,4981.875,119565.0,4981.875,2698,112.41666666666669,1,-0.0791304347826087,0.0225651319366035,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,39000.0,Single,Star,4914.04,Standard,2013,1,,,3
106037,51,2.125,1.962972457668527,6,68781,2865.875,68781.0,2865.875,0,0.0,4,-0.0482608695652174,0.0,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,94980.0,Married,Nova,11281.52,Standard,2013,3,,,4
106038,32,1.3333333333333333,1.4645571126562065,4,44279,1844.9583333333333,44279.0,1844.9583333333333,1377,57.375,2,0.0078260869565217,0.0310982632850787,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,47889.0,Married,Star,7380.09,Standard,2016,9,,,1
106046,48,4.363636363636363,6.103650174653316,20,98729,8975.363636363636,148093.5,13463.045454545454,943,85.72727272727273,2,0.4363636363636365,0.006367598848025,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,16628.0,Single,Star,2658.22,2018 Promotion,2018,4,,,2
106048,3,0.125,0.6123724356957945,3,2103,87.625,2103.0,87.625,0,0.0,23,0.03,0.0,Canada,British Columbia,Victoria,V10 6T5,Male,Doctor,70755.0,Divorced,Star,11315.2,Standard,2018,11,,,0
106218,38,1.5833333333333333,1.6129008882638507,5,53572,2232.1666666666665,53572.0,2232.1666666666665,1209,50.375,3,-0.0165217391304347,0.0225677592772343,Canada,Ontario,Toronto,P1W 1K4,Male,Master,111106.0,Married,Nova,16473.17,Standard,2014,1,,,1
106397,25,1.0416666666666667,1.6544844636864109,6,35660,1485.8333333333333,35660.0,1485.8333333333333,450,18.75,4,0.0499999999999999,0.0126191811553561,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Aurora,7902.68,Standard,2012,5,,,1
106444,14,0.5833333333333334,1.3805061033726995,5,19680,820.0,19680.0,820.0,1590,66.25,14,0.0965217391304348,0.0807926829268292,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Divorced,Aurora,8447.8,Standard,2017,12,,,3
106477,23,0.9583333333333334,1.334465099374755,4,29743,1239.2916666666667,29743.0,1239.2916666666667,0,0.0,5,0.0099999999999999,0.0,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,52935.0,Divorced,Star,2487.26,Standard,2014,2,,,4
106509,10,0.4166666666666667,1.5298953265321544,7,13811,575.4583333333334,13811.0,575.4583333333334,0,0.0,19,0.0704347826086956,0.0,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,54529.0,Married,Nova,16727.77,Standard,2017,4,2018.0,10.0,4
106589,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,71630.0,Married,Star,11638.9,Standard,2013,8,2013.0,9.0,0
106592,47,1.9583333333333333,1.8528278426483,5,76347,3181.125,76347.0,3181.125,1003,41.79166666666666,3,-0.1065217391304348,0.0131373858828768,Canada,Alberta,Banff,T4V 1D4,Male,Doctor,298661.0,Married,Nova,11727.78,Standard,2016,6,,,1
106616,6,0.25,0.7372097807744857,3,9406,391.9166666666667,9406.0,391.9166666666667,0,0.0,19,0.0443478260869565,0.0,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,53879.0,Married,Star,2560.69,Standard,2018,7,,,4
106623,4,0.1666666666666666,0.6370220572706061,3,2092,87.16666666666667,2092.0,87.16666666666667,0,0.0,22,0.037391304347826,0.0,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,77314.0,Married,Nova,10827.87,Standard,2018,9,,,0
106637,32,1.3333333333333333,1.522773975253762,5,48721,2030.0416666666667,48721.0,2030.0416666666667,1770,73.75,4,-0.0008695652173912,0.0363293035857227,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,86121.0,Married,Star,7455.36,Standard,2014,4,,,1
106689,23,0.9583333333333334,1.4288690166235207,4,34355,1431.4583333333333,34355.0,1431.4583333333333,1690,70.41666666666667,6,0.047391304347826,0.0491922573133459,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,61554.0,Married,Nova,2795.41,Standard,2017,6,,,3
106754,31,1.2916666666666667,1.7810394294555532,5,33368,1390.3333333333333,33368.0,1390.3333333333333,1167,48.625,6,0.0099999999999999,0.0349736274274754,Canada,Ontario,London,M5B 3E4,Female,Bachelor,49158.0,Married,Star,31864.86,Standard,2012,7,,,1
106757,35,1.4583333333333333,1.8410575095914816,6,53926,2246.9166666666665,53926.0,2246.9166666666665,0,0.0,3,0.018695652173913,0.0,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Aurora,21423.64,Standard,2015,6,,,4
106776,43,1.7916666666666667,2.105462185481552,6,68400,2850.0,68400.0,2850.0,1109,46.208333333333336,2,0.01,0.0162134502923976,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,50611.0,Married,Star,19357.8,Standard,2012,12,,,1
106838,39,1.625,1.7646898976258147,5,71555,2981.458333333333,71555.0,2981.458333333333,0,0.0,3,-0.03,0.0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,58674.0,Married,Aurora,7524.74,Standard,2016,10,,,4
106839,45,1.875,1.962972457668527,6,64569,2690.375,64569.0,2690.375,662,27.58333333333333,2,0.1230434782608695,0.0102525979959423,Canada,Ontario,London,M5B 3E4,Male,Bachelor,63081.0,Married,Nova,6511.47,Standard,2014,7,,,1
106936,45,1.875,2.153106956288376,7,71149,2964.5416666666665,71149.0,2964.5416666666665,948,39.5,2,0.0082608695652173,0.0133241507259413,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,67299.0,Married,Nova,57520.5,Standard,2012,11,,,1
106946,50,2.083333333333333,1.5857152183236398,6,78216,3259.0,78216.0,3259.0,2449,102.04166666666669,2,-0.0095652173913044,0.0313107292625549,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,55446.0,Married,Star,7796.0,Standard,2016,3,,,1
106964,4,0.1666666666666666,0.6370220572706061,3,5889,245.375,5889.0,245.375,512,21.33333333333333,21,0.0347826086956521,0.086941755815928,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Single,Star,5568.95,Standard,2018,8,,,3
106978,46,1.9166666666666667,1.742478661005055,6,70762,2948.4166666666665,70762.0,2948.4166666666665,386,16.083333333333332,3,-0.0095652173913043,0.0054549051750939,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,81959.0,Divorced,Nova,3455.23,Standard,2012,12,,,3
106979,38,1.5833333333333333,1.7672544824662637,6,66576,2774.0,66576.0,2774.0,1530,63.75,2,-0.0834782608695653,0.0229812545061283,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,86727.0,Single,Star,14083.97,Standard,2012,6,,,1
107037,31,1.2916666666666667,1.6010639578422372,4,37882,1578.4166666666667,37882.0,1578.4166666666667,669,27.875,5,0.0282608695652173,0.0176601024233145,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,62780.0,Married,Aurora,17732.46,Standard,2017,5,,,1
107067,35,1.4583333333333333,1.4135729219948654,4,46235,1926.4583333333333,46235.0,1926.4583333333333,1531,63.79166666666666,2,-0.0013043478260869,0.0331134421974694,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,100598.0,Married,Star,5137.35,Standard,2016,3,,,3
107119,47,1.9583333333333333,1.6805580508625224,6,73636,3068.1666666666665,73636.0,3068.1666666666665,995,41.458333333333336,2,0.058695652173913,0.0135124124069748,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,92398.0,Single,Nova,17684.65,Standard,2013,4,,,1
107141,33,1.375,1.6368713529434609,6,44019,1834.125,44019.0,1834.125,1950,81.25,3,0.0099999999999999,0.0442990526817965,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Star,7292.91,Standard,2013,8,,,1
107203,47,1.9583333333333333,2.1964233112765035,7,65065,2711.0416666666665,65065.0,2711.0416666666665,1110,46.25,2,-0.0378260869565217,0.0170598632137093,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,94014.0,Divorced,Star,3044.79,Standard,2016,3,,,3
107212,39,1.625,1.4981873105160464,4,58002,2416.75,58002.0,2416.75,2586,107.75,3,0.016086956521739,0.0445846694941553,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,240146.0,Married,Star,6842.58,Standard,2013,2,,,3
107296,21,0.875,1.3290238326779873,5,30104,1254.3333333333333,30104.0,1254.3333333333333,625,26.041666666666668,8,0.0743478260869565,0.0207613606165293,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,74457.0,Married,Aurora,21892.94,Standard,2017,7,,,1
107385,22,0.9166666666666666,1.6918388932104942,5,27287,1136.9583333333333,27287.0,1136.9583333333333,1331,55.458333333333336,11,0.1043478260869565,0.0487778062813794,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,87890.0,Divorced,Star,7155.47,Standard,2017,11,,,3
107420,18,0.75,1.5108304655560048,6,24132,1005.5,24132.0,1005.5,680,28.33333333333333,11,0.0765217391304348,0.0281783523951599,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,64290.0,Married,Aurora,15771.39,Standard,2017,12,2018.0,8.0,1
107461,18,0.75,1.2597446256043845,4,21476,894.8333333333334,21476.0,894.8333333333334,551,22.95833333333333,5,0.0304347826086956,0.0256565468429875,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,2519.92,Standard,2015,2,,,3
107466,24,1.0,1.3513278493843524,5,36441,1518.375,36441.0,1518.375,491,20.45833333333333,3,-0.0660869565217391,0.0134738344172772,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,66901.0,Married,Nova,4285.58,Standard,2017,1,,,3
107487,18,0.75,1.1515584902738285,4,33663,1402.625,33663.0,1402.625,379,15.791666666666666,4,0.0852173913043478,0.0112586519323886,Canada,Quebec,Montreal,H2T 2J6,Male,Master,105487.0,Divorced,Nova,7805.31,Standard,2017,4,,,1
107519,61,5.545454545454546,6.377517328296904,16,95293,8663.0,142939.5,12994.5,501,45.54545454545455,2,-0.0545454545454543,0.0035049793793877,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,71792.0,Married,Aurora,5470.06,2018 Promotion,2018,2,2018.0,10.0,2
107571,31,1.2916666666666667,1.7062332443303203,5,38467,1602.7916666666667,38467.0,1602.7916666666667,1175,48.958333333333336,7,-0.0021739130434782,0.0305456625159227,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Aurora,7486.09,Standard,2017,3,,,1
107649,45,1.875,1.7273377354107426,5,74576,3107.333333333333,74576.0,3107.333333333333,1296,54.0,3,-0.0656521739130435,0.0173782450118,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,94733.0,Married,Aurora,5879.18,Standard,2012,5,,,3
107719,30,1.25,1.4521348601882378,5,36129,1505.375,36129.0,1505.375,1573,65.54166666666667,2,0.0339130434782608,0.0435384317307426,Canada,British Columbia,Kelowna,V09 2E9,Male,College,,Single,Star,2345.08,Standard,2012,7,,,3
107730,37,1.5416666666666667,1.7932037558919307,5,64714,2696.4166666666665,64714.0,2696.4166666666665,1132,47.16666666666666,11,0.1543478260869565,0.0174923509596068,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,52961.0,Single,Aurora,26511.6,Standard,2017,12,,,1
107835,5,0.2083333333333333,0.721060008759246,3,7565,315.2083333333333,7565.0,315.2083333333333,424,17.666666666666668,22,0.047391304347826,0.0560475875743555,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,50363.0,Single,Star,3495.89,Standard,2018,9,,,3
107902,32,1.3333333333333333,1.7856107630448046,6,53948,2247.833333333333,53948.0,2247.833333333333,528,22.0,5,-0.0060869565217391,0.0097872024912879,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,103122.0,Single,Nova,4369.5,Standard,2015,4,,,3
107993,32,1.3333333333333333,1.3726099121798927,4,45033,1876.375,45033.0,1876.375,0,0.0,2,0.037391304347826,0.0,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,52414.0,Married,Aurora,23740.12,Standard,2016,6,,,4
108264,68,2.833333333333333,1.632993161855452,6,103366,4306.916666666667,103366.0,4306.916666666667,2676,111.5,1,-0.0217391304347826,0.0258885900586266,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,60970.0,Married,Star,2515.41,Standard,2013,1,,,3
108346,10,0.4166666666666667,0.8805466023105079,3,17116,713.1666666666666,17116.0,713.1666666666666,0,0.0,12,0.0356521739130434,0.0,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,53738.0,Single,Nova,4854.75,Standard,2017,12,2018.0,8.0,4
108367,14,0.5833333333333334,1.212853862900895,4,19611,817.125,19611.0,817.125,0,0.0,11,-0.0373913043478261,0.0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,54794.0,Married,Star,3528.04,Standard,2017,5,2018.0,1.0,4
108381,40,1.6666666666666667,1.9261736493723076,6,50725,2113.5416666666665,50725.0,2113.5416666666665,1618,67.41666666666667,2,0.0278260869565217,0.0318974864465253,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,47966.0,Married,Nova,3289.13,Standard,2014,11,,,3
108430,47,1.9583333333333333,1.6544844636864109,6,87628,3651.1666666666665,87628.0,3651.1666666666665,342,14.25,1,0.0508695652173912,0.0039028620988725,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,49927.0,Married,Aurora,30081.37,Standard,2013,7,,,1
108440,35,1.4583333333333333,1.5874279625330667,5,42687,1778.625,42687.0,1778.625,864,36.0,2,-0.0004347826086956,0.0202403542061986,Canada,Ontario,London,M5B 3E4,Male,Bachelor,100884.0,Married,Star,7842.87,Standard,2013,5,,,1
108462,37,1.5416666666666667,1.5874279625330667,6,62792,2616.333333333333,62792.0,2616.333333333333,1945,81.04166666666667,3,0.0595652173913043,0.0309752834756019,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,64014.0,Married,Star,8186.1,Standard,2016,6,,,1
108481,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,60934.0,Married,Aurora,11633.58,Standard,2018,11,,,0
108528,51,2.125,1.848912723973083,5,78024,3251.0,78024.0,3251.0,595,24.791666666666668,3,-0.0143478260869565,0.0076258587101404,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,53081.0,Divorced,Star,7858.11,Standard,2014,5,,,1
108625,46,1.9166666666666667,1.6918388932104942,5,69314,2888.083333333333,69314.0,2888.083333333333,932,38.833333333333336,2,0.0165217391304347,0.013446057073607,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,81729.0,Married,Nova,15470.6,Standard,2016,4,,,1
108666,26,1.0833333333333333,1.4719601443879744,5,40864,1702.6666666666667,40864.0,1702.6666666666667,2005,83.54166666666667,6,0.0834782608695652,0.0490651918559122,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,64417.0,Single,Aurora,12036.62,Standard,2015,10,,,1
108857,10,0.4166666666666667,1.017954755408103,4,7254,302.25,7254.0,302.25,986,41.083333333333336,10,0.0026086956521739,0.1359250068927488,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,88691.0,Married,Nova,5719.09,Standard,2017,8,2018.0,4.0,3
108896,9,0.375,0.9237212077056676,3,11764,490.1666666666667,11764.0,490.1666666666667,0,0.0,12,-0.0213043478260869,0.0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98771.0,Married,Nova,32196.6,Standard,2017,6,2018.0,2.0,4
108907,37,1.5416666666666667,1.5316704909195131,5,56340,2347.5,56340.0,2347.5,1570,65.41666666666667,3,0.0126086956521739,0.0278665246716364,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Star,2337.36,Standard,2016,8,,,3
109022,27,1.125,1.5126280039259057,4,35598,1483.25,35598.0,1483.25,453,18.875,4,-0.0265217391304348,0.0127254340131468,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,57960.0,Married,Nova,2991.42,Standard,2013,3,,,3
109023,35,1.4583333333333333,1.7687914485336589,5,64655,2693.958333333333,64655.0,2693.958333333333,1648,68.66666666666667,4,0.0239130434782608,0.0254891346376923,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,81333.0,Single,Aurora,6005.85,Standard,2015,7,,,3
109029,2,0.0833333333333333,0.408248290463863,2,3944,164.33333333333334,3944.0,164.33333333333334,0,0.0,22,0.0182608695652173,0.0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,74819.0,Divorced,Star,5812.0,Standard,2018,10,,,0
109203,41,1.7083333333333333,1.8052861188782487,5,62207,2591.958333333333,62207.0,2591.958333333333,429,17.875,3,0.0013043478260869,0.0068963299950166,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,69098.0,Married,Star,8092.88,Standard,2014,10,,,1
109399,33,1.375,1.7646898976258147,6,58851,2452.125,58851.0,2452.125,0,0.0,3,0.0152173913043477,0.0,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Married,Nova,4376.08,Standard,2018,12,,,4
109478,44,1.8333333333333333,1.9927404479142845,6,85316,3554.833333333333,85316.0,3554.833333333333,574,23.916666666666668,5,0.037391304347826,0.0067279291106005,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,84346.0,Married,Star,20998.26,Standard,2014,7,,,1
109495,44,1.8333333333333333,1.6854019432007687,6,75183,3132.625,75183.0,3132.625,454,18.916666666666668,2,0.006086956521739,0.0060385991514039,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,82594.0,Married,Nova,11218.44,Standard,2014,1,,,1
109517,34,1.4166666666666667,1.9541854005467716,6,45001,1875.0416666666667,45001.0,1875.0416666666667,986,41.083333333333336,3,-0.0617391304347826,0.0219106242083509,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Divorced,Nova,21295.51,Standard,2015,5,,,1
109552,22,0.9166666666666666,1.442120017518492,5,26865,1119.375,26865.0,1119.375,0,0.0,7,0.0260869565217391,0.0,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,81364.0,Divorced,Nova,14166.2,Standard,2015,12,,,4
109612,17,0.7083333333333334,1.334465099374755,5,30477,1269.875,30477.0,1269.875,667,27.791666666666668,11,0.0282608695652173,0.0218853561702267,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,,Divorced,Aurora,6827.18,Standard,2017,9,2018.0,8.0,3
109660,42,1.75,1.5948285992135849,5,69953,2914.708333333333,69953.0,2914.708333333333,1284,53.5,3,0.0608695652173912,0.0183551813360399,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,58026.0,Married,Nova,3543.23,Standard,2016,2,,,3
109767,44,1.8333333333333333,1.6594044679962137,6,66909,2787.875,66909.0,2787.875,1752,73.0,1,0.026086956521739,0.0261848181858942,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,89062.0,Single,Star,3886.65,Standard,2016,5,,,3
109840,27,1.125,1.4237885773679595,4,44876,1869.8333333333333,44876.0,1869.8333333333333,529,22.041666666666668,3,-0.0282608695652173,0.0117880381495676,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,80921.0,Married,Star,4916.37,Standard,2016,9,,,3
109896,42,1.75,1.9615876444748832,6,62398,2599.9166666666665,62398.0,2599.9166666666665,780,32.5,4,0.0313043478260869,0.0125004006538671,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Star,3884.86,Standard,2013,10,,,3
109903,38,1.5833333333333333,1.8157922373651016,6,47019,1959.125,47019.0,1959.125,1115,46.458333333333336,3,-0.0313043478260869,0.0237138178183287,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,57975.0,Married,Star,5107.16,Standard,2013,10,,,3
109956,16,0.6666666666666666,1.403928236326068,5,27586,1149.4166666666667,27586.0,1149.4166666666667,0,0.0,11,-0.0313043478260869,0.0,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,89320.0,Married,Star,5137.85,Standard,2017,5,2018.0,1.0,4
110001,32,1.3333333333333333,1.522773975253762,4,47676,1986.5,47676.0,1986.5,1034,43.083333333333336,4,-0.028695652173913,0.0216880610789495,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,81771.0,Married,Nova,8173.5,Standard,2018,12,,,1
