Loyalty Number,max_inactive_streak,Cancellation Year,churn,cluster
171582,11,2018.0,1,4
171638,11,,1,1
171691,16,2018.0,1,2
171788,14,,1,2
171883,4,,0,3
171902,10,2018.0,1,4
171906,3,,0,3
171908,16,,1,2
171937,2,,0,4
172059,3,,0,1
172135,5,,0,3
172162,20,,1,3
172200,15,,1,2
172233,8,,1,1
172259,13,2017.0,1,4
172284,23,,1,0
172345,4,,0,4
172348,7,,1,4
172444,2,,0,3
172491,19,,1,4
172532,20,,1,4
172593,3,,0,3
172610,13,,1,2
172724,23,,1,0
172731,24,,1,0
172755,15,,1,2
172757,2,,0,3
172971,15,,1,2
172983,8,,1,4
172987,5,,0,3
173092,3,,0,1
173178,24,2016.0,1,0
173212,3,,0,3
173227,17,,1,3
173235,12,,1,4
173252,3,,0,3
173343,14,,1,2
173356,3,,0,1
173398,5,,0,1
173416,3,,0,3
173446,6,,1,1
173485,2,,0,3
173506,13,,1,2
173531,10,,1,1
173548,2,,0,1
173666,4,2018.0,1,3
173673,4,,0,1
173798,3,,0,1
173834,18,,1,1
173873,2,,0,3
173884,19,,1,4
173938,2,,0,1
174044,3,,0,1
174343,2,,0,3
174439,2,,0,4
174666,23,,1,0
174669,24,,1,0
174702,17,,1,4
174729,2,,0,4
174743,2,,0,3
174803,6,,1,4
174896,24,2015.0,1,0
174923,3,,0,3
174925,24,2016.0,1,0
174996,2,,0,4
175017,3,,0,1
175104,3,,0,3
175169,6,,1,4
175191,24,,1,0
175249,3,,0,3
175285,2,,0,3
175320,3,,0,1
175342,5,,0,4
175360,3,,0,1
175387,10,,1,1
175488,2,,0,1
175528,2,,0,1
175584,2,,0,4
175711,3,,0,1
175804,5,,0,1
175814,2,,0,4
175832,24,2016.0,1,0
175902,15,,1,2
175954,2,,0,1
175967,15,,1,2
176115,2,,0,3
176142,15,2018.0,1,2
176166,3,,0,3
176278,3,,0,3
176284,4,,0,3
176359,3,,0,3
176379,16,,1,3
176480,7,,1,3
176521,15,,1,2
176599,2,,0,3
176611,12,,1,3
176688,3,,0,1
176848,23,,1,4
176885,24,2016.0,1,0
177029,12,,1,4
177146,1,,0,1
177199,24,,1,0
177345,17,,1,3
177457,1,,0,4
177483,2,,0,1
177518,2,,0,3
177583,15,,1,2
177598,3,,0,3
177677,24,2016.0,1,0
177700,3,,0,4
177713,13,,1,2
177814,21,,1,4
177962,3,,0,4
177993,2,,0,3
178036,3,,0,3
178077,2,,0,1
178081,20,,1,3
178157,16,2017.0,1,4
178160,2,,0,3
178331,3,,0,3
178335,6,,1,3
178403,15,,1,2
178409,13,,1,2
178459,24,2015.0,1,0
178461,7,2018.0,1,4
178540,2,,0,1
178565,20,,1,3
178643,10,,1,3
178720,3,,0,1
178864,5,,0,1
179042,2,,0,1
179053,16,,1,2
179075,2,,0,4
179153,2,,0,1
179489,22,,1,3
179585,2,,0,3
179590,4,,0,3
179603,1,,0,1
179707,23,,1,0
179719,3,,0,3
179773,12,2017.0,1,3
179870,7,,1,1
179944,3,,0,1
179956,12,,1,4
180009,3,,0,3
180024,19,,1,4
180137,18,,1,4
180140,3,,0,1
180207,3,,0,1
180216,2,,0,1
180219,8,,1,4
180231,21,,1,4
180321,11,,1,3
180380,1,,0,3
180411,4,,0,3
180484,24,2016.0,1,0
180488,2,,0,1
180832,14,2017.0,1,3
180922,3,,0,1
180925,4,,0,1
180977,2,,0,3
181033,18,,1,4
181082,10,,1,3
181139,4,2018.0,1,1
181140,13,,1,3
181184,1,,0,1
181377,2,,0,3
181423,3,,0,3
181434,24,2015.0,1,0
181498,24,2014.0,1,0
181607,20,,1,4
181726,3,,0,3
181728,3,,0,3
181770,24,2014.0,1,0
181825,3,,0,3
181830,3,,0,3
181852,2,,0,1
182058,4,,0,3
182124,3,,0,3
182130,6,,1,4
182148,4,,0,1
182159,9,,1,4
182184,2,,0,3
182205,13,,1,3
182235,4,,0,1
182272,4,,0,3
182320,6,2018.0,1,3
182459,3,,0,3
182490,6,,1,1
182519,4,,0,3
182531,6,,1,4
182534,1,,0,3
182543,3,,0,1
182587,12,2017.0,1,3
182749,3,,0,3
182782,2,,0,4
182785,3,,0,1
183020,3,,0,3
183023,22,,1,0
183025,3,,0,3
183052,4,,0,3
183096,2,,0,3
183129,2,,0,1
183208,3,,0,1
183224,2,,0,1
183235,4,,0,1
183305,3,,0,1
183339,24,2016.0,1,0
183374,4,,0,3
183388,10,2018.0,1,1
183456,17,,1,1
183523,4,,0,3
183626,6,,1,3
183692,15,2018.0,1,4
183716,2,,0,3
183748,6,,1,1
183754,3,,0,3
183755,3,,0,3
183885,24,,1,0
183948,4,,0,1
184009,2,,0,3
184035,5,,0,4
184045,13,,1,1
184090,9,,1,3
184151,5,,0,3
184206,1,,0,3
184207,24,2014.0,1,0
184306,3,,0,3
184456,3,,0,1
184466,4,,0,3
184478,11,,1,3
184490,24,,1,0
184496,2,,0,3
184635,3,,0,3
184678,7,2018.0,1,4
184735,3,,0,4
184754,4,,0,1
184755,14,,1,2
184895,3,,0,3
184924,3,,0,4
184959,3,,0,1
184976,1,,0,3
185013,4,,0,1
185101,6,,1,4
185129,2,,0,3
185153,3,,0,4
185285,10,,1,3
185288,24,,1,0
185496,6,,1,3
185509,2,,0,3
185531,19,2017.0,1,4
185561,2,,0,4
185573,4,,0,4
185774,2,,0,1
185808,2,,0,1
185815,24,,1,0
185830,2,,0,1
185835,3,,0,1
185857,2,,0,1
185919,2,,0,3
186015,3,,0,3
186020,3,,0,1
186146,19,,1,4
186199,3,,0,3
186246,7,,1,3
186295,2,,0,3
186469,21,,1,0
186539,3,2018.0,1,1
186593,4,,0,4
186668,4,,0,3
186729,21,,1,4
186754,2,,0,1
186807,18,2017.0,1,3
186810,5,,0,3
186901,10,2018.0,1,4
186942,8,,1,1
187010,15,,1,2
187025,9,,1,3
187041,2,,0,3
187077,4,,0,1
187141,16,,1,2
187161,21,2017.0,1,0
187175,5,,0,4
187291,12,,1,1
187318,9,,1,1
187390,13,,1,3
187435,3,,0,1
187459,12,,1,4
187618,20,,1,4
187710,2,,0,1
187758,14,,1,4
187835,24,2016.0,1,0
187838,3,,0,1
187876,21,,1,1
187887,5,,0,4
187902,8,,1,4
187958,24,2016.0,1,0
188006,4,,0,3
188033,4,,0,3
188071,4,,0,1
188120,5,,0,3
188136,2,,0,1
188147,2,,0,3
188218,24,2013.0,1,0
188307,5,2018.0,1,3
188318,3,,0,4
188328,16,,1,2
188340,4,,0,3
188470,14,2017.0,1,4
188542,3,,0,1
188559,2,,0,1
188655,7,,1,1
188668,8,,1,3
188828,3,,0,3
188893,2,,0,3
189139,3,,0,1
189146,13,2018.0,1,3
189158,6,,1,3
189197,3,,0,1
189294,14,2018.0,1,2
189329,3,,0,1
189611,3,,0,3
189613,19,,1,4
189666,19,,1,4
189707,11,,1,3
189775,3,,0,1
189817,2,,0,3
189822,4,,0,1
189836,4,,0,1
189854,21,2018.0,1,3
189914,3,,0,1
190052,3,,0,1
190149,6,2018.0,1,3
190227,2,,0,4
190236,3,,0,3
190256,3,,0,1
190405,17,2017.0,1,4
190429,15,,1,2
190465,4,,0,1
190524,4,,0,1
190529,2,,0,3
190561,3,,0,3
190570,13,2017.0,1,4
190716,5,,0,4
190720,2,,0,3
190791,4,,0,1
190827,10,,1,4
191044,24,2017.0,1,0
191057,8,2018.0,1,3
191065,2,,0,1
191150,16,,1,2
191189,24,2014.0,1,0
191508,16,,1,3
191537,3,,0,1
191558,12,,1,3
191626,13,2018.0,1,1
191638,2,,0,3
191656,14,,1,1
191780,24,,1,0
191814,6,,1,1
191869,3,,0,1
191917,3,,0,1
192009,3,,0,4
192013,3,,0,3
192096,23,,1,0
192098,13,,1,2
192115,3,,0,3
192136,4,,0,1
192141,2,,0,1
192177,2,,0,3
192250,6,,1,3
192355,4,,0,1
192405,2,,0,3
192543,3,,0,3
192554,4,,0,1
192556,23,,1,0
192600,4,,0,3
192651,3,,0,3
192685,4,,0,1
192691,3,,0,3
192772,24,,1,0
192816,16,,1,2
192898,3,,0,3
192994,1,,0,1
193020,13,,1,2
193037,14,,1,1
193147,3,,0,1
193150,2,,0,3
193212,3,,0,3
193519,13,,1,2
193564,2,,0,1
193662,1,,0,3
193665,7,,1,3
193722,4,,0,3
193747,2,,0,1
193775,3,,0,3
193781,2,,0,3
193824,2,,0,3
193827,3,,0,1
193917,4,,0,1
193928,2,,0,3
193946,23,,1,0
193953,2,,0,3
194009,5,,0,4
194065,24,,1,0
194200,3,,0,3
194254,3,,0,3
194297,3,,0,1
194394,6,,1,3
194480,19,,1,4
194482,7,,1,1
194493,2,,0,1
194571,3,,0,3
194640,2,,0,3
194657,18,,1,4
194694,4,,0,1
194709,3,,0,1
194722,2,,0,1
194737,10,,1,4
194758,6,,1,3
194762,24,,1,0
194786,3,,0,1
194813,10,,1,3
194855,5,,0,3
194859,16,,1,3
194886,3,,0,1
194959,4,,0,4
195069,22,,1,0
195131,24,2014.0,1,0
195137,7,,1,3
195150,15,,1,2
195368,3,,0,3
195419,3,,0,4
195594,3,,0,3
195684,15,,1,1
195806,5,,0,1
195848,4,,0,4
195895,13,,1,2
195960,1,,0,1
195977,3,,0,3
195994,13,,1,2
196016,3,,0,3
196096,13,2018.0,1,4
196202,8,,1,1
196240,4,,0,1
196367,2,,0,3
196442,2,,0,3
196467,6,,1,3
196469,2,,0,3
196514,3,,0,1
196582,4,,0,3
196583,4,,0,3
196757,24,2016.0,1,0
196777,10,,1,4
196779,3,,0,3
196798,5,2018.0,1,3
196812,4,,0,4
196845,2,,0,1
196892,4,,0,4
196905,3,,0,1
196992,5,,0,1
197062,20,,1,4
197063,24,,1,0
197067,4,,0,3
197086,2,,0,1
197096,3,,0,3
197113,2,,0,4
197138,1,,0,3
197192,1,,0,3
197239,24,2015.0,1,0
197320,3,,0,3
197491,24,2014.0,1,0
197509,4,,0,1
197514,2,,0,4
197529,24,,1,0
197578,2,,0,3
197608,3,,0,3
197642,3,,0,3
197855,22,,1,4
197890,3,,0,1
197973,13,,1,3
198010,2,,0,1
198075,2,,0,4
198123,3,,0,1
198147,3,,0,4
198167,4,,0,3
198354,24,2016.0,1,0
198407,24,2016.0,1,0
198424,4,,0,3
198456,24,2016.0,1,0
198485,3,,0,3
198499,1,,0,1
198570,20,,1,3
198625,5,,0,3
198645,3,,0,3
198713,3,,0,1
198785,22,,1,0
198813,4,,0,4
198836,4,,0,1
198900,4,,0,3
198961,4,,0,1
199021,17,2017.0,1,4
199073,3,,0,3
199342,3,,0,3
199358,17,,1,4
199374,13,,1,2
199405,3,,0,3
199478,3,,0,1
199493,24,,1,0
199494,24,,1,0
199507,4,,0,1
199509,5,,0,3
199513,3,,0,3
199603,4,,0,1
199652,3,,0,4
199792,19,,1,4
199809,3,,0,3
199810,2,,0,4
199959,15,,1,2
200012,3,,0,3
200065,3,,0,1
200067,2,,0,3
200077,11,,1,3
200168,7,,1,1
200309,4,,0,1
200321,2,,0,1
200326,6,,1,3
200519,2,,0,1
200552,3,,0,1
200663,18,,1,4
200681,2,,0,1
200708,3,,0,1
200744,3,,0,3
200764,22,,1,0
200802,7,,1,1
200863,3,,0,1
200877,3,,0,3
200960,3,,0,3
200991,3,,0,3
201055,24,,1,0
201115,13,,1,2
201220,1,,0,3
201256,3,,0,3
201273,16,,1,2
201276,4,,0,4
201292,2,,0,3
201339,3,,0,3
201343,3,,0,4
201355,2,,0,3
201365,2,,0,1
201436,20,2017.0,1,0
201475,16,2018.0,1,2
201550,24,2014.0,1,0
201561,11,,1,1
201564,4,,0,3
201574,24,2015.0,1,0
201683,2,,0,1
201709,2,,0,4
201816,3,,0,3
201891,8,2018.0,1,4
201898,9,2018.0,1,4
202035,23,,1,0
202052,5,,0,4
202055,3,,0,1
202108,24,2016.0,1,0
202156,3,,0,3
202182,2,,0,1
202218,14,,1,3
202227,24,,1,0
202248,3,,0,1
202271,24,2015.0,1,0
202293,2,,0,3
202299,3,,0,3
202329,15,,1,2
202358,2,,0,3
202585,4,,0,3
202696,2,,0,3
202716,4,,0,3
202761,24,2014.0,1,0
202784,3,,0,3
202807,2,,0,3
202831,2,,0,3
202859,3,,0,3
202864,3,,0,3
203033,2,,0,1
203084,2,,0,4
203133,6,2018.0,1,3
203143,15,2017.0,1,3
203184,4,,0,3
203245,24,,1,0
203258,24,2016.0,1,0
203293,3,,0,4
203306,15,,1,3
203409,5,,0,4
203517,24,,1,0
203550,2,,0,3
203577,4,,0,4
203607,13,,1,3
203625,5,,0,1
203696,2,,0,3
203698,2,,0,1
203745,2,,0,3
203772,1,,0,1
203773,18,,1,3
203809,24,,1,0
203815,11,2018.0,1,4
203864,4,,0,3
203947,17,2017.0,1,4
203950,9,,1,3
203973,9,,1,3
204000,10,,1,4
204042,5,,0,4
204111,14,2017.0,1,3
204220,2,,0,1
204237,9,2018.0,1,3
204311,22,,1,0
204343,2,,0,3
204375,7,,1,4
204424,5,,0,1
204484,3,,0,1
204507,24,2016.0,1,0
204535,24,2013.0,1,0
204686,2,,0,1
204693,3,,0,3
204763,2,,0,3
204840,24,2016.0,1,0
204848,24,2014.0,1,0
204926,14,2017.0,1,3
204935,2,,0,1
204994,2,,0,3
205087,4,,0,3
205111,4,2018.0,1,1
205156,2,,0,1
205170,2,,0,3
205195,24,2016.0,1,0
205197,4,,0,1
205256,5,,0,3
205367,8,,1,3
205371,2,,0,3
205413,14,,1,2
205430,3,2018.0,1,3
205445,3,,0,3
205465,19,,1,3
205505,2,,0,3
205658,2,,0,1
205671,2,,0,4
205697,5,,0,1
205698,3,,0,3
205785,3,,0,3
205826,23,,1,4
206050,21,2017.0,1,4
206108,4,,0,1
206119,4,,0,3
206207,3,,0,1
206284,13,,1,2
206328,5,,0,3
206332,24,2015.0,1,0
206366,2,,0,3
206466,13,,1,4
206576,24,2015.0,1,0
206591,2,,0,3
206680,3,,0,3
206772,4,,0,4
206773,4,,0,3
206871,4,,0,3
206890,4,,0,4
206914,2,,0,3
206925,3,,0,1
206947,6,,1,4
206992,6,,1,3
207001,2,,0,1
207047,20,,1,3
207110,3,,0,3
207195,4,,0,3
207220,3,,0,1
207372,12,,1,4
207453,2,,0,3
207484,24,,1,0
207492,2,,0,1
207500,2,,0,1
207543,7,,1,1
207576,2,,0,1
207821,5,,0,3
207860,11,2018.0,1,3
207865,3,,0,3
208234,3,,0,1
208241,22,,1,3
208256,4,,0,4
208323,3,,0,3
208329,2,,0,1
208368,14,,1,4
208375,13,,1,3
208485,2,,0,4
208517,13,,1,2
208553,3,,0,4
208584,3,,0,1
208585,24,2016.0,1,0
208586,13,,1,4
208630,24,2016.0,1,0
208634,2,,0,3
208649,4,,0,3
208668,22,,1,3
208787,3,,0,1
208940,2,,0,1
208961,13,,1,2
208967,2,,0,1
209021,8,,1,4
209022,2,,0,4
209058,7,,1,3
209102,3,,0,1
209107,24,,1,0
209134,13,,1,3
209172,3,,0,3
209249,4,,0,1
209357,1,,0,3
209405,2,,0,1
209675,7,,1,3
209729,1,,0,3
209787,2,,0,1
209831,3,,0,1
209846,24,2015.0,1,0
209850,19,,1,4
209886,2,,0,1
209994,3,,0,1
210100,20,,1,4
210148,21,2017.0,1,0
210205,8,,1,4
210226,4,,0,4
210236,3,,0,1
210247,9,,1,4
210291,11,,1,1
210298,2,,0,1
210339,2,,0,3
210385,16,,1,3
210416,2,,0,4
210442,15,2018.0,1,4
210485,24,2016.0,1,0
210498,2,,0,1
210630,2,,0,3
210647,3,,0,3
210725,2,,0,4
210734,2,,0,1
210746,24,,1,0
210752,4,,0,3
210755,2,,0,1
210761,12,,1,1
210770,2,,0,4
210815,11,,1,1
210835,2,,0,3
210870,14,,1,1
210910,2,,0,4
211030,10,,1,1
211043,1,,0,4
211058,3,,0,1
211083,2,,0,3
211217,4,,0,4
211475,9,,1,4
211524,13,,1,3
211549,4,,0,3
211575,10,,1,3
211589,3,,0,3
211625,2,,0,1
211714,1,,0,3
211715,16,2017.0,1,4
211755,7,,1,3
211802,13,,1,1
211842,3,,0,1
211891,3,,0,4
211966,4,,0,1
211984,9,,1,3
212128,14,,1,4
212130,3,,0,3
212189,3,,0,3
212209,4,,0,1
212230,2,,0,3
212301,16,,1,1
212304,5,,0,3
212350,3,,0,4
212477,9,,1,3
212484,12,,1,1
212493,24,,1,0
212544,9,,1,3
212553,22,,1,0
212579,22,,1,3
212602,17,,1,2
212604,5,,0,3
212695,21,,1,3
212707,2,,0,1
212735,2,,0,3
212762,3,,0,1
212848,18,,1,4
212849,4,,0,3
212862,4,,0,1
212977,17,,1,3
213013,4,,0,1
213086,5,,0,3
213112,11,,1,3
213113,4,,0,4
213177,2,,0,1
213246,11,,1,4
213297,3,,0,1
213303,2,,0,1
213432,2,,0,1
213480,14,,1,4
213545,19,,1,4
213723,5,,0,4
213813,4,,0,3
213841,5,,0,1
213934,4,,0,1
213979,4,,0,1
214020,3,,0,3
214030,2,,0,1
214095,13,,1,2
214123,22,2017.0,1,0
214322,8,,1,3
214354,3,,0,1
214504,3,,0,3
214605,3,,0,3
214639,3,,0,3
214661,4,,0,1
214878,4,,0,1
214995,4,,0,3
215051,11,,1,4
215089,3,,0,3
215257,4,,0,3
215260,12,,1,3
215294,24,2014.0,1,0
215314,24,2016.0,1,0
215508,1,,0,3
215567,5,,0,3
215626,3,,0,3
215639,13,,1,4
215651,7,,1,3
215719,17,,1,4
215751,24,2016.0,1,0
215840,4,,0,3
215869,3,,0,4
215952,4,,0,1
215955,11,,1,1
216040,3,,0,1
216072,20,,1,4
216095,13,,1,1
216109,3,,0,3
216139,1,,0,1
216269,1,,0,3
216359,21,,1,0
216445,24,,1,0
216467,3,,0,3
216487,2,,0,3
216500,24,,1,0
216517,2,,0,1
216573,2,,0,4
216596,13,,1,2
216652,15,2018.0,1,2
216658,3,,0,3
216661,13,,1,2
216666,24,2014.0,1,0
216683,2,,0,1
216719,3,,0,1
216725,4,,0,3
216762,2,,0,3
216937,24,,1,0
216946,1,,0,3
217051,2,,0,3
217054,4,,0,1
217124,3,,0,1
217204,3,,0,3
217235,24,2015.0,1,0
217284,24,2016.0,1,0
217364,13,,1,2
217401,11,2018.0,1,4
217497,24,2016.0,1,0
217616,19,,1,4
217695,3,,0,3
217754,4,,0,4
217761,14,2018.0,1,4
217772,10,,1,1
217792,2,,0,3
217802,7,,1,3
217862,2,,0,1
217967,17,2017.0,1,4
218122,3,,0,3
218127,10,2018.0,1,4
218241,2,,0,1
218277,3,,0,3
218278,14,,1,2
218311,4,,0,4
218362,5,,0,4
218373,24,2014.0,1,0
218383,7,,1,3
218425,3,,0,3
218529,4,,0,4
218538,7,,1,1
218545,4,,0,3
218601,4,,0,1
218757,12,,1,3
218917,3,,0,1
219043,4,,0,3
219139,5,,0,1
219160,24,,1,0
219270,11,2018.0,1,4
219276,2,2018.0,1,1
219413,4,,0,3
219431,13,,1,2
219555,6,,1,4
219646,24,,1,0
219714,3,,0,3
219747,3,,0,1
219779,3,,0,1
219806,24,2016.0,1,0
219984,17,,1,2
220131,14,,1,2
220139,24,2015.0,1,0
220244,3,,0,3
220315,18,,1,4
220358,4,,0,3
220538,13,,1,3
220564,3,,0,3
220601,24,2013.0,1,0
220616,1,,0,3
220794,5,,0,1
220802,3,,0,3
220806,6,,1,3
220808,14,,1,2
220822,2,,0,1
220892,4,,0,1
221014,21,,1,0
221075,3,,0,4
221204,2,,0,1
221205,3,,0,1
221254,9,2018.0,1,3
221287,5,,0,3
221328,3,,0,3
221345,3,,0,4
221361,24,2016.0,1,0
221388,3,,0,3
221446,4,,0,4
221469,2,,0,1
221595,18,,1,0
221627,24,2016.0,1,0
221643,2,,0,1
221709,24,,1,0
221721,3,,0,1
221775,5,,0,4
221813,13,,1,4
221862,3,,0,3
221993,8,,1,1
222050,16,,1,2
222065,3,,0,1
222102,2,,0,1
222278,6,,1,3
222280,17,,1,2
222425,24,2016.0,1,0
222453,2,,0,3
222490,4,,0,1
222644,24,,1,0
222702,18,2017.0,1,4
222743,4,,0,1
222748,3,,0,3
222874,5,,0,1
222929,4,,0,3
222960,3,,0,4
223018,23,,1,0
223081,24,2016.0,1,0
223238,24,2014.0,1,0
223313,12,,1,4
223354,3,,0,3
223380,23,,1,0
223534,2,,0,1
223587,8,,1,3
223632,2,,0,1
223638,24,,1,0
223643,20,,1,3
223684,21,,1,0
223946,3,,0,3
223958,5,,0,4
224000,5,,0,3
224130,2,,0,3
224132,24,2016.0,1,0
224178,24,,1,0
224298,4,,0,3
224384,3,,0,3
224402,4,,0,4
224530,24,,1,0
224607,23,,1,0
224661,1,,0,1
224664,1,,0,3
224666,10,,1,4
224676,24,,1,0
224691,7,,1,4
224740,3,,0,3
224842,20,,1,4
224854,9,,1,3
224924,3,,0,4
224952,3,,0,3
225067,4,,0,3
225077,3,,0,3
225087,3,,0,4
225088,5,,0,4
225205,18,,1,1
225262,1,,0,4
225279,15,,1,2
225318,2,,0,3
225327,3,,0,4
225363,3,,0,1
225482,3,,0,3
225486,2,,0,1
225529,24,2014.0,1,0
225576,13,,1,4
225656,22,,1,0
225743,24,2016.0,1,0
225746,3,,0,1
225748,24,2016.0,1,0
225891,3,,0,1
225920,4,,0,1
225930,13,,1,3
225972,8,,1,3
226176,24,2016.0,1,0
226191,4,,0,3
226194,4,,0,1
226360,2,,0,1
226387,10,2018.0,1,4
226422,3,,0,3
226511,3,,0,3
226643,6,,1,3
226710,2,,0,1
226804,22,,1,3
226842,3,,0,3
226847,24,,1,0
226866,7,,1,1
226924,17,,1,2
227008,4,,0,3
227015,3,,0,3
227234,3,,0,3
227239,3,,0,1
227274,22,,1,4
227293,3,,0,1
227303,18,2018.0,1,1
227398,19,,1,4
227429,2,,0,3
227433,24,2016.0,1,0
227547,2,,0,1
227796,3,,0,1
227804,6,,1,3
227808,15,,1,2
227906,4,,0,3
228030,17,,1,4
228151,5,,0,3
228273,2,,0,1
228469,24,2016.0,1,0
228557,18,,1,4
228580,3,,0,3
228673,2,,0,1
228748,2,,0,4
228772,18,2017.0,1,4
228820,11,,1,4
228896,2,,0,1
228984,5,,0,3
228995,3,,0,1
229075,24,,1,0
229094,3,,0,3
229166,3,,0,1
229204,20,,1,3
229210,3,,0,3
229265,6,,1,1
229308,24,2016.0,1,0
229391,23,,1,0
229436,4,,0,1
229530,3,,0,1
229612,3,,0,3
229621,5,,0,3
229636,24,,1,0
229677,2,,0,1
229692,12,2018.0,1,4
229842,2,,0,1
229861,24,2016.0,1,0
230027,3,,0,3
230070,11,2018.0,1,4
230101,2,,0,1
230124,23,,1,0
230240,3,,0,3
230311,7,,1,3
230337,12,,1,3
230429,1,,0,3
230560,15,,1,4
230687,10,2018.0,1,3
230693,2,,0,1
230763,2,,0,3
230840,2,,0,3
230908,2,,0,3
230942,2,,0,1
231013,4,,0,3
231047,6,,1,4
231080,21,2017.0,1,1
231084,4,,0,3
231090,2,,0,3
231273,3,,0,3
231319,24,2014.0,1,0
231462,3,,0,1
231508,3,,0,3
231530,4,,0,3
231592,4,,0,1
231614,3,,0,3
231641,2,,0,3
231755,2,,0,1
231843,4,,0,3
231992,16,,1,2
232022,3,,0,1
232137,2,,0,1
232203,7,,1,4
232290,2,,0,4
232317,24,2014.0,1,0
232395,1,,0,1
232426,24,2014.0,1,0
232450,4,,0,1
232533,20,,1,4
232555,4,2018.0,1,3
232579,17,,1,4
232609,6,,1,3
232685,2,,0,4
232703,2,,0,4
232755,15,,1,2
232871,2,,0,1
232884,18,,1,4
232907,17,2017.0,1,3
232924,4,,0,1
233017,7,,1,3
233051,24,2015.0,1,0
233084,3,,0,3
233437,8,2018.0,1,4
233646,3,,0,4
233738,2,,0,3
233768,5,,0,3
233774,18,,1,1
233819,5,,0,3
233831,24,2016.0,1,0
233877,24,2015.0,1,0
233958,1,,0,1
233969,4,,0,1
233991,4,,0,3
234047,3,,0,3
234256,2,,0,1
234435,3,,0,4
234454,21,,1,4
234515,2,,0,1
234562,3,,0,1
234588,2,,0,3
234630,3,,0,3
234807,3,,0,1
234836,14,2017.0,1,3
234866,5,,0,3
234878,3,,0,3
234895,9,,1,4
234922,9,,1,4
234973,3,,0,3
235030,24,,1,0
235063,5,,0,3
235092,3,,0,1
235102,2,,0,1
235220,24,2015.0,1,0
235229,14,,1,2
235391,3,,0,3
235398,2,,0,4
235428,1,,0,3
235454,11,2018.0,1,1
235459,3,,0,3
235506,10,,1,1
235585,17,,1,4
235629,19,,1,4
235683,9,,1,1
235709,3,2018.0,1,3
235716,4,,0,3
235857,3,,0,1
235872,2,,0,3
235882,4,,0,3
235885,3,,0,3
235930,3,,0,3
236001,1,,0,1
236003,4,,0,3
236026,3,,0,4
236037,24,2016.0,1,0
236093,5,,0,1
236129,4,,0,3
236165,4,,0,3
236300,24,2016.0,1,0
236395,2,,0,4
236593,4,,0,3
236701,18,,1,4
236710,3,,0,3
236767,3,,0,3
236794,24,,1,0
236874,4,2018.0,1,3
237018,1,,0,3
237094,3,,0,3
237105,11,,1,4
237106,5,,0,1
237107,24,2017.0,1,0
237274,4,,0,1
237293,5,,0,3
237303,2,,0,1
237312,16,,1,2
237319,12,,1,4
237402,2,,0,1
237434,2,,0,1
237492,7,,1,3
237586,14,2017.0,1,1
237651,3,,0,3
237729,2,,0,3
237751,19,,1,4
237770,2,,0,3
237858,16,,1,2
237888,5,,0,1
237984,6,,1,3
238063,24,,1,0
238070,24,2016.0,1,0
238119,2,,0,3
238156,3,,0,3
238193,5,2018.0,1,1
238233,5,,0,4
238342,15,,1,4
238367,11,,1,1
238434,2,,0,1
238442,3,,0,1
238556,3,,0,3
238607,3,,0,3
238640,7,,1,4
238647,4,,0,3
238649,3,,0,4
238752,4,,0,3
238753,2,,0,3
238796,8,,1,3
238814,3,,0,3
238939,16,2017.0,1,4
239027,1,,0,3
239182,3,,0,3
239184,1,,0,4
239221,24,2014.0,1,0
239276,4,,0,1
239457,15,,1,2
239476,3,,0,1
239490,4,,0,4
239525,15,,1,2
239605,2,,0,1
239606,2,,0,1
239749,17,2018.0,1,2
239892,1,,0,3
239955,13,,1,2
239956,2,,0,3
239970,2,,0,3
240044,3,,0,3
240132,3,,0,3
240135,12,2018.0,1,3
240141,10,2018.0,1,1
240143,12,,1,4
240209,3,2018.0,1,4
240299,24,2014.0,1,0
240330,3,,0,3
240362,4,,0,3
240365,22,2017.0,1,0
240442,4,,0,3
240476,3,,0,3
240500,22,,1,0
240760,4,,0,4
240761,4,,0,1
240774,23,,1,0
240829,3,,0,4
240861,24,2016.0,1,0
240886,4,,0,1
240942,2,,0,4
240963,14,,1,2
241038,2,,0,3
241069,24,2016.0,1,0
241144,1,,0,3
241165,24,2015.0,1,0
241167,2,,0,3
241374,4,,0,3
241391,4,,0,3
241421,3,,0,4
241436,3,,0,3
241455,20,,1,4
241468,18,,1,1
241495,4,,0,1
241600,4,,0,3
241641,8,,1,1
241675,4,,0,1
241677,4,,0,4
241714,4,,0,3
241849,5,,0,1
241854,24,,1,0
241967,2,,0,1
241990,24,,1,0
242028,5,,0,3
242203,24,2016.0,1,0
242288,3,,0,4
242304,2,,0,4
242348,6,,1,3
242377,24,,1,0
242387,17,2018.0,1,2
242637,24,2014.0,1,0
242719,24,,1,0
242779,2,,0,3
242789,4,,0,3
242812,3,,0,1
242839,24,,1,0
242917,2,,0,1
242980,24,2016.0,1,0
243001,24,,1,0
243005,6,,1,1
243018,3,,0,4
243061,4,,0,3
243153,24,2015.0,1,0
243191,2,,0,3
243272,24,2016.0,1,0
243273,24,,1,0
243294,14,2018.0,1,4
243444,4,,0,1
243455,3,,0,1
243557,4,,0,4
243642,2,,0,3
243696,1,,0,1
243713,14,,1,2
243726,24,2014.0,1,0
243734,9,,1,1
243741,5,,0,1
243751,4,2018.0,1,1
243965,20,,1,3
